question,true_router,predicted_router,router_correct,ground_disciplines,predicted_disciplines,discipline_exact_match,discipline_correct_count,is_verified,verification_step,verification_note,response_time,context_tokens,answer_tokens,faithfulness,relevancy,correctness,faithfulness_rationale,relevancy_rationale,correctness_rationale,answer,error
Чем отличаются дисциплины обработка текстов на естественных языках и семантические технологии в целом?,multi.compare,multi.relation,False,Обработка текстов на естественных языках; Семантические технологии,Обработка текстов на естественных языках; Семантические технологии,True,2,True,,"Все критерии выполнены. Ответ модели корректно сравнивает обе дисциплины, используя данные из контекста для всех аспектов: что изучается и ключевые особенности каждой дисциплины.",173.693,16643,994,,,,,,,"### Сравнение дисциплин «Обработка текстов на естественных языках» и «Семантические технологии»

**Обработка текстов на естественных языках (NLP)**  
**Семантические технологии**

**Цель и фокус изучения**  
- Изучает методы и модели для автоматического анализа, понимания, генерации и обработки текстовой информации на естественном языке.  
- Изучает технологии для представления, структурирования, связывания и машинной обработки знаний и смыслов (семантики) данных, с акцентом на графы знаний, онтологии и связанные данные.

**Основные темы**  
1. Введение в NLP (препроцессинг: токенизация, лемматизация).  
2. Статистические и классические методы (Naive Bayes, SVM, Bag-of-Words, TF-IDF).  
3. Векторные представления слов (Word2Vec, GloVe).  
4. Последовательностные модели (RNN, LSTM, GRU).  
5. Механизм внимания и seq2seq (машинный перевод, суммаризация).  
6. Архитектура Transformer и предобученные модели (BERT, GPT, задачи NER, классификации).  
7. Адаптация LLM (prompt engineering, RAG, LangChain).  
8. Мультимодальные направления (CLIP, GPT-4V, image captioning).  
1. Графы знаний и семантические технологии (семантические сети, RDF, SPARQL, стек Semantic Web).  
2. Онтологии и связанные данные (OWL, построение онтологий, Linked Data).  
3. Крупные универсальные базы знаний (Wikidata, DBpedia).  
4. Базы знаний (корпоративные и отраслевые базы знаний, SPARQL).  
5. Векторные представления графов знаний (эмбеддинги: node2vec, TransE, DistMult, ComplEx, ConvE).  
6. Правила вывода и обогащение графов знаний (вывод на основе правил и онтологий).  
7. Языковые модели и семантика в естественном языке (word2vec, BERT, GPT, тематическое моделирование).  
8. Автоматическое извлечение семантики из текста (извлечение сущностей и отношений, построение графов знаний).

**Ключевые особенности**  
- **Профиль и компетенции:** Профиль «Прикладное машинное обучение» направления 01.03.02 – Прикладная математика и информатика. Формирует компетенции DL-4, LLM-1.  
- **Трудоёмкость:** 144 часа (4 ЗЕТ): 68 аудиторных (16 лекций, 52 семинара), 76 самостоятельной работы.  
- **Срок и аттестация:** 6 семестр, экзамен, текущий контроль (контрольные работы).  
- **Предварительные дисциплины:** «Алгоритмы и структуры данных в языке питон», «Технологии обработки данных», «Машинное обучение», «Глубокое обучение».  
- **Практические форматы:** Практикумы в малых группах, семинары с ИТ-практиками, конкурсы, командные проектные задания.  
- **Инструменты и библиотеки:** NLTK, spaCy, Word2Vec, GloVe, PyTorch, Hugging Face Transformers, CLIP, LangChain.  
- **Контроль:** Самостоятельные работы, проектная работа в группах, собеседования по домашним заданиям.  
- **Профиль и компетенции:** Профиль «Прикладное машинное обучение» направления 01.03.02 – Прикладная математика и информатика. Формирует компетенции ML-3, DL-4.  
- **Трудоёмкость:** 144 часа: 50 аудиторных (16 лекций, 34 семинара), 94 самостоятельной работы.  
- **Срок и аттестация:** 7 семестр, экзамен, текущий контроль (контрольные работы).  
- **Технологический акцент:** Изучение и применение конкретных технологий и стандартов: RDF (Turtle), RDF Schema, OWL, SPARQL.  
- **Методы машинного обучения:** Методы для работы с графами знаний (TransE, DistMult, ComplEx, ConvE) и естественным языком (word2vec, BERT, GPT).  
- **Практические форматы:** Практикумы по решению задач в малых группах.  
- **Самостоятельная работа:** Работа с литературой, выполнение домашних заданий и типовых задач.

**Общее**  
1. Обе дисциплины относятся к одному направлению (01.03.02 – Прикладная математика и информатика) и профилю («Прикладное машинное обучение»).  
2. Имеют одинаковую общую трудоёмкость — 144 часа.  
3. Включают аттестацию в форме экзамена и текущий контроль в виде контрольных работ.  
4. Охватывают в своих программах изучение современных языковых моделей (word2vec, BERT, GPT).  
5. Формируют компетенцию DL-4.  
6. Включают практическую работу в малых группах и выполнение домашних заданий.",
Как соотносятся дисциплины фундаментальные и генеративные модели и глубокое обучение?,multi.compare,multi.relation,False,Фундаментальные и генеративные модели; Глубокое обучение,Фундаментальные и генеративные модели; Глубокое обучение,True,2,True,,Все критерии выполнены: 1) обе дисциплины присутствуют; 2) по каждой раскрыты запрошенные аспекты (что изучает) с конкретными данными из контекста; 3) данные взяты из контекста без галлюцинаций.,117.456,7255,389,,,,,,,"На основании предоставленных данных дисциплины соотносятся следующим образом:

**Дисциплина «Глубокое обучение»** служит базовой основой, изучая фундаментальные архитектуры, принципы и методы обучения нейронных сетей. В её фокус входят:
1.  Введение в искусственные нейронные сети и глубокое обучение.
2.  Обучение искусственных нейронных сетей.
3.  Сверточные искусственные нейронные сети.
4.  Представление объектов в виде векторов малой размерности.
5.  Рекуррентные нейронные сети.
6.  Механизм внимания для искусственных нейронных сетей.
7.  Обучение с подкреплением.
8.  Графовые нейронные сети.

**Дисциплина «Фундаментальные и генеративные модели»** базируется на знаниях глубокого обучения, углубляясь в современные продвинутые архитектуры и прикладные задачи. Она изучает:
1.  Символьный искусственный интеллект и нейросимволические фреймворки (интеграция логических систем и нейросетей).
2.  Архитектуры генеративных моделей и их модификацию (DDPM, DDIM, GAN, VAE и др.).
3.  Мультимодальные модели и согласование данных (дообучение моделей, пайплайны для разных модальностей).
4.  Специализацию LLM с использованием PEFT-методов и интеграцию внешних API (LoRA, RAG, продвинутый промптинг).

Таким образом, дисциплина «Глубокое обучение» предоставляет **фундамент** (базовые архитектуры и принципы обучения), а дисциплина «Фундаментальные и генеративные модели» рассматривает **специализированные приложения и развитие** этих принципов в области генеративного AI, нейросимволических систем и работы с большими языковыми и мультимодальными моделями.",
Какая дисциплина более прикладная: машинное обучение в семантическом и сетевом анализе или прикладные задачи машинного обучения?,multi.compare,single.simple,False,Машинное обучение в семантическом и сетевом анализе; Прикладные задачи машинного обучения,Прикладные задачи машинного обучения,False,1,False,3,"[3/3] Модель написала «информация отсутствует», что запрещено критерием НАЛИЧИЕ ОТВЕТА (is_valid=false, даже если контекст пуст). Отсутствие данных о второй дисциплине в контексте не означает, что ответ должен быть отклонён в пользу сообщения об отсутствии.",76.44,8346,88,,,,,,,"В предоставленных данных эта информация отсутствует. 

В контексте есть подробное описание дисциплины «Прикладные задачи машинного обучения», но отсутствует какая-либо информация о дисциплине «машинное обучение в семантическом и сетевом анализе». Без данных о второй дисциплине невозможно провести сравнение и определить, какая из них более прикладная.",
В чем ключевое различие между курсами рекомендательные системы и коллаборативная фильтрация и технологии обработки данных?,multi.compare,multi.relation,False,Рекомендательные системы и коллаборативная фильтрация; Технологии обработки данных,Рекомендательные системы и коллаборативная фильтрация; Технологии обработки данных,True,2,False,,"По курсу ""Технологии обработки данных"" не раскрыт запрошенный аспект содержания курса. В контексте/ответе отсутствуют конкретные данные о том, чему посвящен этот курс, что делает невозможным сравнение с содержанием курса ""Рекомендательные системы и коллаборативная фильтрация"" для определения ключевого различия.",128.412,12042,238,,,,,,,"На основе предоставленных частичных ответов полный ответ на вопрос пользователя следующий:

Ключевое различие между курсами ""Рекомендательные системы и коллаборативная фильтрация"" и ""Технологии обработки данных"" невозможно определить.

Причина:
1. С точки зрения содержания курса ""Рекомендательные системы и коллаборативная фильтрация"": известно, что эта дисциплина целиком посвящена проектированию, реализации и оценке рекомендательных систем. Однако в предоставленных данных отсутствует какая-либо информация о содержании курса ""Технологии обработки данных"", поэтому сравнение содержания невозможно.

2. С точки зрения содержания курса ""Технологии обработки данных"": в предоставленных данных нет информации о содержании этого курса, а также отсутствует информация о содержании курса ""Рекомендательные системы и коллаборативная фильтрация"" для сравнения.

Таким образом, для сравнения двух курсов недостаточно данных ни об одном из них в полном объеме.",
Какая дисциплина больше связана с анализом текста: семантические технологии или обработка текстов на естественных языках?,multi.compare,single.simple,False,Семантические технологии; Обработка текстов на естественных языках,Обработка текстов на естественных языках,False,1,False,3,"[3/3] Ответ модели: «В предоставленных данных информация отсутствует.» — нарушает критерий 3 (НАЛИЧИЕ ОТВЕТА). Модель не должна писать, что информация отсутствует, даже если в контексте нет данных для сравнения. Ответ должен быть основан только на предоставленном контексте, а не на внешних знаниях. В контексте есть подробное описание дисциплины «Обработка текстов на естественных языках», которая напрямую связана с анализом текста (о чём явно говорится в темах и компетенциях). Сравнивать её с отсутствующей в контексте дисциплиной «Семантические технологии» модель не может, поэтому корректный ответ должен был бы указывать только на информацию из контекста (например, что дисциплина «Обработка текстов на естественных языках» посвящена анализу текста), но не делать вывод об отсутствии данных.",110.123,7487,84,,,,,,,"В предоставленных данных информация отсутствует.

В предоставленном контексте описывается только дисциплина «Обработка текстов на естественных языках». Никакой информации о дисциплине «Семантические технологии» или их сравнении в контексте анализа текста нет. Поэтому невозможно определить, какая из них больше связана с анализом текста.",
Как отличаются цели дисциплин машинное зрение и обработка текстов на естественных языках?,multi.compare,multi.relation,False,Машинное зрение; Обработка текстов на естественных языках,Машинное зрение; Обработка текстов на естественных языках,True,2,False,,"Аспект 'какие цели у дисциплины' не раскрыт ни для машинного зрения, ни для обработки текстов на естественных языках. В ответе указано, что в контексте цели отсутствуют, но конкретных данных по целям дисциплин нет.",166.183,6016,103,,,,,,,"На основе предоставленных частичных ответов:

**Дисциплина ""Машинное зрение""**
Цели дисциплины: В предоставленном контексте цели дисциплины не указаны.

**Дисциплина ""Обработка текстов на естественных языках""**
Цели дисциплины: В предоставленном контексте цели дисциплины не указаны.

Вывод: Согласно имеющимся данным, для обеих дисциплин информация об их целях отсутствует, поэтому сравнение их целей невозможно.",
Чем отличаются дисциплины технологии обработки данных и семантические технологии?,multi.compare,multi.relation,False,Технологии обработки данных; Семантические технологии,Технологии обработки данных; Семантические технологии,True,2,True,,"Все условия выполнены: 1) Обе дисциплины присутствуют в сравнительной таблице; 2) По каждой из них раскрыт запрошенный в исходном вопросе аспект ('особенность дисциплины'), приведены конкретные данные по направленности, технологиям, компетенциям и содержательному фокусу; 3) Все данные для таблицы корректно извлечены из предоставленного контекста, галлюцинаций нет.",147.408,12110,373,,,,,,,"**Отличия дисциплин «Технологии обработки данных» и «Семантические технологии»**

| Аспект | Технологии обработки данных | Семантические технологии |
| :--- | :--- | :--- |
| **Основная направленность** | Применение моделей и технологий обработки данных для разработки прикладных систем с элементами ИИ, с акцентом на работу с большими данными. | Охват технологий Semantic Web и современных методов машинного обучения для работы с семантикой. |
| **Ключевые технологии и инструменты** | Python-инструменты (pandas, numpy, scikit-learn). Технологии обработки табличных данных, различных форматов файлов, визуализации, текста, профилирования. | Технологии Semantic Web (RDF, OWL, SPARQL, графы знаний, онтологии, связанные данные). Методы ML: векторные представления графов знаний (TransE, TransH, DistMult) и языковые модели (word2vec, BERT, GPT). |
| **Формируемые компетенции** | BD-4 (применение технологий обработки данных), ПКН-1 (сбор, анализ и систематизация данных), ПКН-4 (проектирование и реализация прикладных программных систем). | ML-3 и DL-4 (компетенции в области машинного обучения и глубокого обучения, связанные с работой с семантикой). |
| **Содержательный фокус** | Выбор технологий для работы с большими данными по параметрам масштабируемости, производительности, сложности администрирования. Сбор, анализ, систематизация данных. | Построение, обогащение и использование семантических структур, в том числе на основе автоматического анализа текстов на естественном языке. |",
Сколько часов лекций по дисциплине анализ информации?,clarify,clarify,True,,,True,0,True,,clarification required,2.095,0,10,,,,,,,Дисциплины анализ информации не найдены.,
Есть ли курс по интеллектуальному анализу данных?,clarify,clarify,True,,,True,0,True,,clarification required,2.23,0,13,,,,,,,Дисциплины интеллектуальному анализу данных не найдены.,
Какая форма аттестации у предмета искусственный интеллект?,clarify,clarify,True,,,True,0,True,,clarification required,1.868,0,11,,,,,,,Дисциплины искусственный интеллект не найдены.,
Сколько тем содержит дисциплина анализ социальных сетей?,clarify,clarify,True,,,True,0,True,,clarification required,1.412,0,11,,,,,,,Дисциплины анализ социальных сетей не найдены.,
Какие технологии изучаются в курсе data science?,clarify,clarify,True,,,True,0,True,,clarification required,1.453,0,8,,,,,,,Дисциплины data science не найдены.,
Какие дисциплины похожи на курс искусственный интеллект?,clarify,multi.global.semantic,False,,,True,0,False,,"Ответ модели не соответствует заданным критериям. 1) Он представляет собой развернутый текстовый анализ с группировкой дисциплин, а не список дисциплин из контекста, удовлетворяющих условию запроса. 2) Ответ включает дисциплины, которых нет в контексте: 'Алгоритмы и структуры данных в языке Python' и 'Технологии обработки данных' не упоминаются в контексте (в контексте есть 'Алгоритмы и структуры данных в языке Python', но в ответе также фигурирует 'Технологии обработки данных', которая не представлена в предоставленном контексте как отдельная дисциплина). Кроме того, в ответе не представлено требуемое краткое обоснование релевантности по каждой упомянутой дисциплине в отдельности.",82.386,13733,1448,,,,,,,"На основе предоставленных фрагментов учебных программ термин **«искусственный интеллект» (ИИ)** или его производные встречается в нескольких дисциплинах, которые можно считать тематически близкими к курсу по искусственному интеллекту. Вот результаты анализа:

---

### 1. Дисциплины, в которых термин «искусственный интеллект» встречается явно

**а) Фундаментальные и генеративные модели**
*   **Где встречается:** В **Методических указаниях** дисциплина прямо названа «Введение в искусственный интеллект». В **Теме 1** («Символьный искусственный интеллект и нейросимволические фреймворки») подробно изучаются принципы символьного ИИ.
*   **Контекст:** Это наиболее прямое соответствие. Дисциплина посвящена основам ИИ, его истории, символьным системам и современным нейросимволическим подходам.

**б) Алгоритмы и структуры данных в языке Python**
*   **Где встречается:** В **компетенции SS-1** (индикаторы 1 и 2) и в результатах обучения.
*   **Контекст:** Рассматриваются этические и социальные аспекты применения **ИИ-технологий**, анализ предвзятостей в данных и алгоритмах ИИ. Это прикладной и критический взгляд на внедрение ИИ.

**в) Рекомендательные системы и коллаборативная фильтрация**
*   **Где встречается:** В **компетенции SS-3** (индикаторы 1 и 2).
*   **Контекст:** Анализируется работа с неопределенностью, предвзятостями и социально-правовым контекстом функционирования **систем ИИ**. Фокус на оценке и внедрении ИИ для решения конкретных задач.

---

### 2. Дисциплины, посвященные ключевым составляющим ИИ (машинное обучение, глубокое обучение, NLP, компьютерное зрение)

Эти дисциплины не всегда явно содержат словосочетание «искусственный интеллект» в предоставленных фрагментах, но являются его основными технологическими направлениями, что делает их очень похожими по тематике.

**а) Глубокое обучение**
*   **Где встречается:** В **тематическом плане** и содержании тем.
*   **Контекст:** Изучаются ключевые архитектуры и методы, лежащие в основе современного ИИ: сверточные (CNN), рекуррентные (RNN) и графовые (GNN) нейронные сети, механизм внимания, обучение с подкреплением. Это техническая основа для многих ИИ-систем.

**б) Машинное зрение**
*   **Где встречается:** В **компетенциях (DL-4)** и **фонде оценочных средств**.
*   **Контекст:** Дисциплина полностью посвящена одной из главных областей применения ИИ — компьютерному зрению. Рассматриваются задачи классификации, обнаружения, сегментации объектов и соответствующие архитектуры нейросетей (AlexNet, ResNet, YOLO и др.).

**в) Обработка текстов на естественных языках (NLP)**
*   **Где встречается:** В **Теме 2**.
*   **Контекст:** Дисциплина посвящена другой ключевой области ИИ — обработке естественного языка. Изучаются классические (статистические) и современные методы работы с текстом.

**г) Машинное обучение в семантическом и сетевом анализе**
*   **Где встречается:** В **компетенциях (ML-3, DL-1, LLM-1)**.
*   **Контекст:** Фокус на применении алгоритмов машинного и глубокого обучения, а также генеративных моделей (включая БЯМ — большие языковые модели) для анализа сетей и семантических данных. Это прикладной ИИ для работы со структурированными данными.

**д) Прикладные задачи машинного обучения**
*   **Где встречается:** В **Теме 5** и списке **учебной литературы**.
*   **Контекст:** Изучаются современные исследования и технологии в области **машинного обучения** (AutoML, федеративное обучение, методы рассуждения в языковых моделях), которые являются ядром современного ИИ. Также затрагиваются этические аспекты.

---

### 3. Дисциплины, связанные с технологиями и методами, используемыми в ИИ

Эти дисциплины предоставляют инструментарий или математическую основу для работы с данными и построения моделей.

**а) Технологии обработки (больших) данных**
*   **Контекст:** Формируют основу для работы с данными, которые необходимы для обучения и функционирования ИИ-систем. Упоминаются библиотеки (Pandas, Dask) и экосистема Python, повсеместно используемая в ИИ.

**б) Прикладная теория графов / Технологии и алгоритмы анализа сетевых моделей**
*   **Контекст:** Графы и сетевые модели — важная структура данных для ИИ. В **компетенции DL-1 (Прикладная теория графов)** прямо указано на изучение графовых нейронных сетей (GNN). Алгоритмы на графах используются в рекомендательных системах, анализе социальных сетей и т.д.

**в) Семантические технологии**
*   **Контекст:** Изучают представление знаний (графы знаний, онтологии, правила вывода), что связано с областью символьного ИИ и семантической обработкой информации.

---

### Итог (Группировка)

Наиболее похожими на курс по **искусственному интеллекту** из предоставленного списка являются:

1.  **Прямые аналоги:**
    *   **«Фундаментальные и генеративные модели»** (содержит прямой курс «Введение в ИИ» и основы символьного ИИ).

2.  **Технологические ядра ИИ:**
    *   **«Глубокое обучение»** (архитектуры нейросетей).
    *   **«Машинное зрение»** (прикладная область ИИ).
    *   **«Обработка текстов на естественных языках»** (прикладная область ИИ).
    *   **«Машинное обучение в семантическом и сетевом анализе»** (прикладное ML и генеративные модели).
    *   **«Прикладные задачи машинного обучения»** (современные исследования и методы ML/AI).

3.  **Контекст и применение ИИ:**
    *   **«Рекомендательные системы и коллаборативная фильтрация»** (применение и оценка ИИ-систем).
    *   **«Алгоритмы и структуры данных в языке Python»** (этические и социальные аспекты ИИ).

4.  **Смежные и фундаментальные дисциплины:**
    *   **«Прикладная теория графов» / «Технологии и алгоритмы анализа сетевых моделей»** (GNN, алгоритмы для данных).
    *   **«Семантические технологии»** (представление знаний).
    *   **«Технологии обработки больших данных» / «Технологии обработки данных»** (работа с данными).",
Какие темы рассматриваются в дисциплине компьютерное зрение?,clarify,single.global,False,,Машинное зрение,False,0,True,1,"[1/3] Ответ релевантен и точен — полностью соответствует тематическому плану из контекста, содержит все 8 тем с их названиями. Однако в контексте по некоторым темам есть дополнительная информация (содержание, практические задания, трудоёмкость), которая в ответе не отражена, но это не требуется вопросом. Ответ исчерпывающе отвечает на вопрос о том, какие темы рассматриваются.",25.72,2409,92,,,,,,,"В дисциплине «Машинное зрение» рассматриваются следующие темы:
1. Введение в машинное зрение.
2. Математический аппарат цифровой обработки изображений.
3. Классические методы машинного зрения.
4. Линейные классификаторы изображений.
5. Обучение классификатора изображений.
6. Искусственные нейронные сети.
7. Сверточные нейронные сети.
8. Сегментация и детекция объектов.",
Сколько часов практики по предмету анализ графов?,clarify,clarify,True,,Прикладная теория графов,False,0,True,,clarification required,3.748,0,16,,,,,,,"Уточните, пожалуйста: вы имеете в виду «Прикладная теория графов»?",
Какие вопросы входят в экзамен по введению в машинное обучение?,clarify,not_found,False,,,True,0,True,,discipline not in RPD_NAMES,3.125,0,14,,,,,,,Указанная дисциплина не найдена в базе учебных программ.,
Есть ли дисциплина по анализу естественного языка?,clarify,single.simple,False,,Обработка текстов на естественных языках,False,0,True,1,"[1/3] Ответ соответствует контексту: дисциплина 'Обработка текстов на естественных языках' напрямую связана с анализом естественного языка (NLP), что подтверждается содержанием тем (seq2seq, attention) и компетенциями (DL-5).",20.109,808,32,,,,,,,"Да, в предоставленных данных присутствует дисциплина по анализу естественного языка: «Обработка текстов на естественных языках».",
Есть ли тема про квантовые вычисления?,not_found,multi.global.catalog,False,,,True,0,True,,"Корректно указано отсутствие дисциплин по теме квантовых вычислений, галлюцинаций нет. Все перечисленные дисциплины (от 1 до 13) из контекста, но ни одна из них не содержит тему про квантовые вычисления, согласно предоставленным темам.",10.762,0,1,,,,,,,Нет.,
Какие дисциплины изучают блокчейн-технологии?,not_found,multi.global.catalog,False,,,True,0,False,,"В ответе не перечислены дисциплины из контекста, которые могут быть релевантны запросу о блокчейн-технологиях. В частности, в теме 9 дисциплины «Технологии и алгоритмы анализа сетевых моделей» прямо указана тема «Алгоритмы и технологии анализа криптовалютных платежных систем», что является частью блокчейн-технологий. Дисциплина не упомянута и обоснование не предоставлено.",12.607,0,21,,,,,,,На основе предоставленного каталога ни одна дисциплина не изучает блокчейн-технологии.,
В каком курсе рассматриваются методы биоинформатики?,not_found,clarify,False,,,True,0,True,,clarification required,1.708,0,11,,,,,,,Дисциплины методы биоинформатики не найдены.,
Есть ли темы по разработке мобильных приложений?,not_found,multi.global.catalog,False,,,True,0,True,,"В предоставленном контексте нет дисциплин, напрямую посвященных или затрагивающих темы по разработке мобильных приложений. Все перечисленные дисциплины сфокусированы на алгоритмах, Python, машинном обучении, глубоком обучении, обработке данных (NLP, Computer Vision), теории графов, семантических технологиях и Big Data. Таким образом, ответ модели соответствует контексту и критериям валидности.",11.919,0,25,,,,,,,На основании предоставленного каталога дисциплин темы по разработке мобильных приложений отсутствуют.,
Какая дисциплина посвящена веб-разработке?,not_found,clarify,False,,,True,0,True,,clarification required,1.364,0,9,,,,,,,Дисциплины веб-разработке не найдены.,
Изучаются ли в курсах микроконтроллеры и встраиваемые системы?,not_found,clarify,False,,,True,0,True,,clarification required,1.274,0,15,,,,,,,Дисциплины микроконтроллеры и встраиваемые системы не найдены.,
В каком предмете рассматривается разработка игр?,not_found,multi.global.catalog,False,,,True,0,False,,"Ответ модели не валиден по всем трём критериям. 1) Не перечислены дисциплины из контекста. 2) В ответе отсутствует обоснование релевантности (даже для нулевого результата). 3) Вывод модели ('не указана тема, связанная с разработкой игр') не подтверждён явным анализом контекста в ответе.",10.707,0,26,,,,,,,"На основании предоставленного каталога ни в одной дисциплине не указана тема, связанная с разработкой игр.",
Есть ли курс по компьютерной безопасности?,not_found,clarify,False,,,True,0,True,,clarification required,1.412,0,12,,,,,,,Дисциплины компьютерной безопасности не найдены.,
Какие дисциплины связаны с робототехникой?,not_found,multi.global.catalog,False,,,True,0,False,,"Ответ модели некорректен, так как в контексте есть дисциплины, прямо связанные с робототехникой (например, через машинное зрение, глубокое обучение, алгоритмы управления). Модель должна была перечислить соответствующие дисциплины с обоснованием, но вместо этого дала неполный ответ.",10.838,0,22,,,,,,,На основании предоставленного каталога ни одна дисциплина явно не связана с робототехникой.,
Изучаются ли технологии виртуальной реальности?,not_found,multi.global.semantic,False,,,True,0,False,,"В ответе содержится галлюцинация: модель утверждает, что технологии виртуальной реальности в указанных дисциплинах 'не изучаются', основываясь на отрицательном выводе (""не упоминаются""). Однако критерии требуют перечислить конкретные дисциплины из контекста, которые удовлетворяют запросу, с кратким обоснованием. В ответе нет перечисления дисциплин — вместо этого дан субъективный вывод. Это нарушает критерии 1 и 3. Валидный ответ должен был бы либо перечислить релевантные дисциплины (если бы они были), либо корректно указать их отсутствие в формате JSON, как требуется. Также ответ неструктурирован, содержит свободный текст вместо строгого JSON с полями is_valid и note, что нарушает инструкцию.",27.78,10052,253,,,,,,,"Анализирую предоставленные учебные программы. **Технологии виртуальной реальности (VR) явным образом не упоминаются ни в одной из перечисленных дисциплин.**

Ни в названиях тем, содержании, практических заданиях, компетенциях, рекомендованных источниках или описании материально-технической базы указанных дисциплин термин «виртуальная реальность» или его прямые синонимы не встречаются.

Основные акценты в представленных дисциплинах сделаны на:
*   **Машинное обучение и ИИ:** классическое и глубокое обучение, компьютерное зрение, обработка естественного языка (NLP), генеративные и мультимодальные модели.
*   **Обработка данных:** большие данные, графовые модели, семантические технологии (онтологии, графы знаний), рекомендательные системы.
*   **Теория и анализ:** прикладная теория графов, анализ сетевых моделей, алгоритмы и структуры данных.

**Вывод:** На основе предоставленных фрагментов учебных программ можно заключить, что технологии виртуальной реальности не входят в содержание данных дисциплин.",
